kpi_id,service_id,month,avg_first_response_minutes,avg_resolution_hours,csat_score,escalation_rate_percent
kpi_1728,svc_communication,2026-12,5,34,4.4,3.0
kpi_1729,svc_credentialing,2026-01,6,35,4.45,3.8
kpi_1730,svc_auth_benefits,2026-02,7,36,4.0,4.6
kpi_1731,svc_billing_denials,2026-03,8,37,4.05,5.4
kpi_1732,svc_auditing,2026-04,9,38,4.1,6.2
kpi_1733,svc_customer_care,2026-05,10,39,4.15,7.0
kpi_1734,svc_digital_marketing,2026-06,11,40,4.2,7.8
kpi_1735,svc_financial_management,2026-07,12,41,4.25,8.6
kpi_1736,svc_communication,2026-08,13,42,4.3,3.0
kpi_1737,svc_credentialing,2026-09,14,43,4.35,3.8
kpi_1738,svc_auth_benefits,2026-10,4,44,4.4,4.6
kpi_1739,svc_billing_denials,2026-11,5,8,4.45,5.4
kpi_1740,svc_auditing,2026-12,6,9,4.0,6.2
kpi_1741,svc_customer_care,2026-01,7,10,4.05,7.0
kpi_1742,svc_digital_marketing,2026-02,8,11,4.1,7.8
kpi_1743,svc_financial_management,2026-03,9,12,4.15,8.6
kpi_1744,svc_communication,2026-04,10,13,4.2,3.0
kpi_1745,svc_credentialing,2026-05,11,14,4.25,3.8
kpi_1746,svc_auth_benefits,2026-06,12,15,4.3,4.6
kpi_1747,svc_billing_denials,2026-07,13,16,4.35,5.4
kpi_1748,svc_auditing,2026-08,14,17,4.4,6.2
kpi_1749,svc_customer_care,2026-09,4,18,4.45,7.0
kpi_1750,svc_digital_marketing,2026-10,5,19,4.0,7.8
kpi_1751,svc_financial_management,2026-11,6,20,4.05,8.6
kpi_1752,svc_communication,2026-12,7,21,4.1,3.0
kpi_1753,svc_credentialing,2026-01,8,22,4.15,3.8
kpi_1754,svc_auth_benefits,2026-02,9,23,4.2,4.6
kpi_1755,svc_billing_denials,2026-03,10,24,4.25,5.4
kpi_1756,svc_auditing,2026-04,11,25,4.3,6.2
kpi_1757,svc_customer_care,2026-05,12,26,4.35,7.0
kpi_1758,svc_digital_marketing,2026-06,13,27,4.4,7.8
kpi_1759,svc_financial_management,2026-07,14,28,4.45,8.6
kpi_1760,svc_communication,2026-08,4,29,4.0,3.0
kpi_1761,svc_credentialing,2026-09,5,30,4.05,3.8
kpi_1762,svc_auth_benefits,2026-10,6,31,4.1,4.6
kpi_1763,svc_billing_denials,2026-11,7,32,4.15,5.4
kpi_1764,svc_auditing,2026-12,8,33,4.2,6.2
kpi_1765,svc_customer_care,2026-01,9,34,4.25,7.0
kpi_1766,svc_digital_marketing,2026-02,10,35,4.3,7.8
kpi_1767,svc_financial_management,2026-03,11,36,4.35,8.6
kpi_1768,svc_communication,2026-04,12,37,4.4,3.0
kpi_1769,svc_credentialing,2026-05,13,38,4.45,3.8
kpi_1770,svc_auth_benefits,2026-06,14,39,4.0,4.6
kpi_1771,svc_billing_denials,2026-07,4,40,4.05,5.4
kpi_1772,svc_auditing,2026-08,5,41,4.1,6.2
kpi_1773,svc_customer_care,2026-09,6,42,4.15,7.0
kpi_1774,svc_digital_marketing,2026-10,7,43,4.2,7.8
kpi_1775,svc_financial_management,2026-11,8,44,4.25,8.6
kpi_1776,svc_communication,2026-12,9,8,4.3,3.0
kpi_1777,svc_credentialing,2026-01,10,9,4.35,3.8
kpi_1778,svc_auth_benefits,2026-02,11,10,4.4,4.6
kpi_1779,svc_billing_denials,2026-03,12,11,4.45,5.4
kpi_1780,svc_auditing,2026-04,13,12,4.0,6.2
kpi_1781,svc_customer_care,2026-05,14,13,4.05,7.0
kpi_1782,svc_digital_marketing,2026-06,4,14,4.1,7.8
kpi_1783,svc_financial_management,2026-07,5,15,4.15,8.6
kpi_1784,svc_communication,2026-08,6,16,4.2,3.0
kpi_1785,svc_credentialing,2026-09,7,17,4.25,3.8
kpi_1786,svc_auth_benefits,2026-10,8,18,4.3,4.6
kpi_1787,svc_billing_denials,2026-11,9,19,4.35,5.4
kpi_1788,svc_auditing,2026-12,10,20,4.4,6.2
kpi_1789,svc_customer_care,2026-01,11,21,4.45,7.0
kpi_1790,svc_digital_marketing,2026-02,12,22,4.0,7.8
kpi_1791,svc_financial_management,2026-03,13,23,4.05,8.6
kpi_1792,svc_communication,2026-04,14,24,4.1,3.0
kpi_1793,svc_credentialing,2026-05,4,25,4.15,3.8
kpi_1794,svc_auth_benefits,2026-06,5,26,4.2,4.6
kpi_1795,svc_billing_denials,2026-07,6,27,4.25,5.4
kpi_1796,svc_auditing,2026-08,7,28,4.3,6.2
kpi_1797,svc_customer_care,2026-09,8,29,4.35,7.0
kpi_1798,svc_digital_marketing,2026-10,9,30,4.4,7.8
kpi_1799,svc_financial_management,2026-11,10,31,4.45,8.6
kpi_1800,svc_communication,2026-12,11,32,4.0,3.0
kpi_1801,svc_credentialing,2026-01,12,33,4.05,3.8
kpi_1802,svc_auth_benefits,2026-02,13,34,4.1,4.6
kpi_1803,svc_billing_denials,2026-03,14,35,4.15,5.4
kpi_1804,svc_auditing,2026-04,4,36,4.2,6.2
kpi_1805,svc_customer_care,2026-05,5,37,4.25,7.0
kpi_1806,svc_digital_marketing,2026-06,6,38,4.3,7.8
kpi_1807,svc_financial_management,2026-07,7,39,4.35,8.6
kpi_1808,svc_communication,2026-08,8,40,4.4,3.0
kpi_1809,svc_credentialing,2026-09,9,41,4.45,3.8
kpi_1810,svc_auth_benefits,2026-10,10,42,4.0,4.6
kpi_1811,svc_billing_denials,2026-11,11,43,4.05,5.4
kpi_1812,svc_auditing,2026-12,12,44,4.1,6.2
kpi_1813,svc_customer_care,2026-01,13,8,4.15,7.0
kpi_1814,svc_digital_marketing,2026-02,14,9,4.2,7.8
kpi_1815,svc_financial_management,2026-03,4,10,4.25,8.6
kpi_1816,svc_communication,2026-04,5,11,4.3,3.0
kpi_1817,svc_credentialing,2026-05,6,12,4.35,3.8
kpi_1818,svc_auth_benefits,2026-06,7,13,4.4,4.6
kpi_1819,svc_billing_denials,2026-07,8,14,4.45,5.4
kpi_1820,svc_auditing,2026-08,9,15,4.0,6.2
kpi_1821,svc_customer_care,2026-09,10,16,4.05,7.0
kpi_1822,svc_digital_marketing,2026-10,11,17,4.1,7.8
kpi_1823,svc_financial_management,2026-11,12,18,4.15,8.6
kpi_1824,svc_communication,2026-12,13,19,4.2,3.0
kpi_1825,svc_credentialing,2026-01,14,20,4.25,3.8
kpi_1826,svc_auth_benefits,2026-02,4,21,4.3,4.6
kpi_1827,svc_billing_denials,2026-03,5,22,4.35,5.4
kpi_1828,svc_auditing,2026-04,6,23,4.4,6.2
kpi_1829,svc_customer_care,2026-05,7,24,4.45,7.0
kpi_1830,svc_digital_marketing,2026-06,8,25,4.0,7.8
kpi_1831,svc_financial_management,2026-07,9,26,4.05,8.6
kpi_1832,svc_communication,2026-08,10,27,4.1,3.0
kpi_1833,svc_credentialing,2026-09,11,28,4.15,3.8
kpi_1834,svc_auth_benefits,2026-10,12,29,4.2,4.6
kpi_1835,svc_billing_denials,2026-11,13,30,4.25,5.4
kpi_1836,svc_auditing,2026-12,14,31,4.3,6.2
kpi_1837,svc_customer_care,2026-01,4,32,4.35,7.0
kpi_1838,svc_digital_marketing,2026-02,5,33,4.4,7.8
kpi_1839,svc_financial_management,2026-03,6,34,4.45,8.6
kpi_1840,svc_communication,2026-04,7,35,4.0,3.0
kpi_1841,svc_credentialing,2026-05,8,36,4.05,3.8
kpi_1842,svc_auth_benefits,2026-06,9,37,4.1,4.6
kpi_1843,svc_billing_denials,2026-07,10,38,4.15,5.4
kpi_1844,svc_auditing,2026-08,11,39,4.2,6.2
kpi_1845,svc_customer_care,2026-09,12,40,4.25,7.0
kpi_1846,svc_digital_marketing,2026-10,13,41,4.3,7.8
kpi_1847,svc_financial_management,2026-11,14,42,4.35,8.6
kpi_1848,svc_communication,2026-12,4,43,4.4,3.0
kpi_1849,svc_credentialing,2026-01,5,44,4.45,3.8
kpi_1850,svc_auth_benefits,2026-02,6,8,4.0,4.6
kpi_1851,svc_billing_denials,2026-03,7,9,4.05,5.4
kpi_1852,svc_auditing,2026-04,8,10,4.1,6.2
kpi_1853,svc_customer_care,2026-05,9,11,4.15,7.0
kpi_1854,svc_digital_marketing,2026-06,10,12,4.2,7.8
kpi_1855,svc_financial_management,2026-07,11,13,4.25,8.6
kpi_1856,svc_communication,2026-08,12,14,4.3,3.0
kpi_1857,svc_credentialing,2026-09,13,15,4.35,3.8
kpi_1858,svc_auth_benefits,2026-10,14,16,4.4,4.6
kpi_1859,svc_billing_denials,2026-11,4,17,4.45,5.4
kpi_1860,svc_auditing,2026-12,5,18,4.0,6.2
kpi_1861,svc_customer_care,2026-01,6,19,4.05,7.0
kpi_1862,svc_digital_marketing,2026-02,7,20,4.1,7.8
kpi_1863,svc_financial_management,2026-03,8,21,4.15,8.6
kpi_1864,svc_communication,2026-04,9,22,4.2,3.0
kpi_1865,svc_credentialing,2026-05,10,23,4.25,3.8
kpi_1866,svc_auth_benefits,2026-06,11,24,4.3,4.6
kpi_1867,svc_billing_denials,2026-07,12,25,4.35,5.4
kpi_1868,svc_auditing,2026-08,13,26,4.4,6.2
kpi_1869,svc_customer_care,2026-09,14,27,4.45,7.0
kpi_1870,svc_digital_marketing,2026-10,4,28,4.0,7.8
kpi_1871,svc_financial_management,2026-11,5,29,4.05,8.6
kpi_1872,svc_communication,2026-12,6,30,4.1,3.0
kpi_1873,svc_credentialing,2026-01,7,31,4.15,3.8
kpi_1874,svc_auth_benefits,2026-02,8,32,4.2,4.6
kpi_1875,svc_billing_denials,2026-03,9,33,4.25,5.4
kpi_1876,svc_auditing,2026-04,10,34,4.3,6.2
kpi_1877,svc_customer_care,2026-05,11,35,4.35,7.0
kpi_1878,svc_digital_marketing,2026-06,12,36,4.4,7.8
kpi_1879,svc_financial_management,2026-07,13,37,4.45,8.6
kpi_1880,svc_communication,2026-08,14,38,4.0,3.0
kpi_1881,svc_credentialing,2026-09,4,39,4.05,3.8
kpi_1882,svc_auth_benefits,2026-10,5,40,4.1,4.6
kpi_1883,svc_billing_denials,2026-11,6,41,4.15,5.4
kpi_1884,svc_auditing,2026-12,7,42,4.2,6.2
kpi_1885,svc_customer_care,2026-01,8,43,4.25,7.0
kpi_1886,svc_digital_marketing,2026-02,9,44,4.3,7.8
kpi_1887,svc_financial_management,2026-03,10,8,4.35,8.6
kpi_1888,svc_communication,2026-04,11,9,4.4,3.0
kpi_1889,svc_credentialing,2026-05,12,10,4.45,3.8
kpi_1890,svc_auth_benefits,2026-06,13,11,4.0,4.6
kpi_1891,svc_billing_denials,2026-07,14,12,4.05,5.4
kpi_1892,svc_auditing,2026-08,4,13,4.1,6.2
kpi_1893,svc_customer_care,2026-09,5,14,4.15,7.0
kpi_1894,svc_digital_marketing,2026-10,6,15,4.2,7.8
kpi_1895,svc_financial_management,2026-11,7,16,4.25,8.6
kpi_1896,svc_communication,2026-12,8,17,4.3,3.0
kpi_1897,svc_credentialing,2026-01,9,18,4.35,3.8
kpi_1898,svc_auth_benefits,2026-02,10,19,4.4,4.6
kpi_1899,svc_billing_denials,2026-03,11,20,4.45,5.4
kpi_1900,svc_auditing,2026-04,12,21,4.0,6.2
kpi_1901,svc_customer_care,2026-05,13,22,4.05,7.0
kpi_1902,svc_digital_marketing,2026-06,14,23,4.1,7.8
kpi_1903,svc_financial_management,2026-07,4,24,4.15,8.6
kpi_1904,svc_communication,2026-08,5,25,4.2,3.0
kpi_1905,svc_credentialing,2026-09,6,26,4.25,3.8
kpi_1906,svc_auth_benefits,2026-10,7,27,4.3,4.6
kpi_1907,svc_billing_denials,2026-11,8,28,4.35,5.4
kpi_1908,svc_auditing,2026-12,9,29,4.4,6.2
kpi_1909,svc_customer_care,2026-01,10,30,4.45,7.0
kpi_1910,svc_digital_marketing,2026-02,11,31,4.0,7.8
kpi_1911,svc_financial_management,2026-03,12,32,4.05,8.6
kpi_1912,svc_communication,2026-04,13,33,4.1,3.0
kpi_1913,svc_credentialing,2026-05,14,34,4.15,3.8
kpi_1914,svc_auth_benefits,2026-06,4,35,4.2,4.6
kpi_1915,svc_billing_denials,2026-07,5,36,4.25,5.4
kpi_1916,svc_auditing,2026-08,6,37,4.3,6.2
kpi_1917,svc_customer_care,2026-09,7,38,4.35,7.0
kpi_1918,svc_digital_marketing,2026-10,8,39,4.4,7.8
kpi_1919,svc_financial_management,2026-11,9,40,4.45,8.6
kpi_1920,svc_communication,2026-12,10,41,4.0,3.0
kpi_1921,svc_credentialing,2026-01,11,42,4.05,3.8
kpi_1922,svc_auth_benefits,2026-02,12,43,4.1,4.6
kpi_1923,svc_billing_denials,2026-03,13,44,4.15,5.4
kpi_1924,svc_auditing,2026-04,14,8,4.2,6.2
kpi_1925,svc_customer_care,2026-05,4,9,4.25,7.0
kpi_1926,svc_digital_marketing,2026-06,5,10,4.3,7.8
kpi_1927,svc_financial_management,2026-07,6,11,4.35,8.6
kpi_1928,svc_communication,2026-08,7,12,4.4,3.0
kpi_1929,svc_credentialing,2026-09,8,13,4.45,3.8
kpi_1930,svc_auth_benefits,2026-10,9,14,4.0,4.6
kpi_1931,svc_billing_denials,2026-11,10,15,4.05,5.4
kpi_1932,svc_auditing,2026-12,11,16,4.1,6.2
kpi_1933,svc_customer_care,2026-01,12,17,4.15,7.0
kpi_1934,svc_digital_marketing,2026-02,13,18,4.2,7.8
kpi_1935,svc_financial_management,2026-03,14,19,4.25,8.6
kpi_1936,svc_communication,2026-04,4,20,4.3,3.0
kpi_1937,svc_credentialing,2026-05,5,21,4.35,3.8
kpi_1938,svc_auth_benefits,2026-06,6,22,4.4,4.6
kpi_1939,svc_billing_denials,2026-07,7,23,4.45,5.4
kpi_1940,svc_auditing,2026-08,8,24,4.0,6.2
kpi_1941,svc_customer_care,2026-09,9,25,4.05,7.0
kpi_1942,svc_digital_marketing,2026-10,10,26,4.1,7.8
kpi_1943,svc_financial_management,2026-11,11,27,4.15,8.6
kpi_1944,svc_communication,2026-12,12,28,4.2,3.0
kpi_1945,svc_credentialing,2026-01,13,29,4.25,3.8
kpi_1946,svc_auth_benefits,2026-02,14,30,4.3,4.6
kpi_1947,svc_billing_denials,2026-03,4,31,4.35,5.4
kpi_1948,svc_auditing,2026-04,5,32,4.4,6.2
kpi_1949,svc_customer_care,2026-05,6,33,4.45,7.0
kpi_1950,svc_digital_marketing,2026-06,7,34,4.0,7.8
kpi_1951,svc_financial_management,2026-07,8,35,4.05,8.6
kpi_1952,svc_communication,2026-08,9,36,4.1,3.0
kpi_1953,svc_credentialing,2026-09,10,37,4.15,3.8
kpi_1954,svc_auth_benefits,2026-10,11,38,4.2,4.6
kpi_1955,svc_billing_denials,2026-11,12,39,4.25,5.4
kpi_1956,svc_auditing,2026-12,13,40,4.3,6.2
kpi_1957,svc_customer_care,2026-01,14,41,4.35,7.0
kpi_1958,svc_digital_marketing,2026-02,4,42,4.4,7.8
kpi_1959,svc_financial_management,2026-03,5,43,4.45,8.6
kpi_1960,svc_communication,2026-04,6,44,4.0,3.0
kpi_1961,svc_credentialing,2026-05,7,8,4.05,3.8
kpi_1962,svc_auth_benefits,2026-06,8,9,4.1,4.6
kpi_1963,svc_billing_denials,2026-07,9,10,4.15,5.4
kpi_1964,svc_auditing,2026-08,10,11,4.2,6.2
kpi_1965,svc_customer_care,2026-09,11,12,4.25,7.0
kpi_1966,svc_digital_marketing,2026-10,12,13,4.3,7.8
kpi_1967,svc_financial_management,2026-11,13,14,4.35,8.6
kpi_1968,svc_communication,2026-12,14,15,4.4,3.0
kpi_1969,svc_credentialing,2026-01,4,16,4.45,3.8
kpi_1970,svc_auth_benefits,2026-02,5,17,4.0,4.6
kpi_1971,svc_billing_denials,2026-03,6,18,4.05,5.4
kpi_1972,svc_auditing,2026-04,7,19,4.1,6.2
kpi_1973,svc_customer_care,2026-05,8,20,4.15,7.0
kpi_1974,svc_digital_marketing,2026-06,9,21,4.2,7.8
kpi_1975,svc_financial_management,2026-07,10,22,4.25,8.6
kpi_1976,svc_communication,2026-08,11,23,4.3,3.0
kpi_1977,svc_credentialing,2026-09,12,24,4.35,3.8
kpi_1978,svc_auth_benefits,2026-10,13,25,4.4,4.6
kpi_1979,svc_billing_denials,2026-11,14,26,4.45,5.4
kpi_1980,svc_auditing,2026-12,4,27,4.0,6.2
kpi_1981,svc_customer_care,2026-01,5,28,4.05,7.0
kpi_1982,svc_digital_marketing,2026-02,6,29,4.1,7.8
kpi_1983,svc_financial_management,2026-03,7,30,4.15,8.6
kpi_1984,svc_communication,2026-04,8,31,4.2,3.0
kpi_1985,svc_credentialing,2026-05,9,32,4.25,3.8
kpi_1986,svc_auth_benefits,2026-06,10,33,4.3,4.6
kpi_1987,svc_billing_denials,2026-07,11,34,4.35,5.4
kpi_1988,svc_auditing,2026-08,12,35,4.4,6.2
kpi_1989,svc_customer_care,2026-09,13,36,4.45,7.0
kpi_1990,svc_digital_marketing,2026-10,14,37,4.0,7.8
kpi_1991,svc_financial_management,2026-11,4,38,4.05,8.6
kpi_1992,svc_communication,2026-12,5,39,4.1,3.0
kpi_1993,svc_credentialing,2026-01,6,40,4.15,3.8
kpi_1994,svc_auth_benefits,2026-02,7,41,4.2,4.6
kpi_1995,svc_billing_denials,2026-03,8,42,4.25,5.4
kpi_1996,svc_auditing,2026-04,9,43,4.3,6.2
kpi_1997,svc_customer_care,2026-05,10,44,4.35,7.0
kpi_1998,svc_digital_marketing,2026-06,11,8,4.4,7.8
kpi_1999,svc_financial_management,2026-07,12,9,4.45,8.6
kpi_2000,svc_communication,2026-08,13,10,4.0,3.0
